,저수량(현재),전일방류량(본댐),당일유입량,홍수기,sin_day_of_week,cos_day_of_week,sin_month,cos_month,sin_week_of_year,cos_week_of_year,기온(°C),강수량(mm),지면온도(°C),습도(%),1일후강수량,2일후강수량
2001-05-30,228.4686390532545,16.7896449704142,0.0,0.0,0.4338837391175582,-0.900968867902419,0.0,1.0,0.120536680255323,0.992708874098054,17.083333333333332,0.0471172480620155,19.51458333333333,77.125,0.0,0.0
2001-05-31,227.5029585798817,17.059467455621302,0.0,0.0,0.4338837391175582,-0.900968867902419,0.0,1.0,0.120536680255323,0.992708874098054,17.658333333333335,0.0,26.597916666666663,57.375,0.0,0.0
2001-06-01,227.0,17.2,0.0,0.0,0.4338837391175582,-0.900968867902419,0.0,1.0,0.120536680255323,0.992708874098054,19.8,0.0,28.26875,38.625,0.0,0.0
2001-06-02,227.0,16.0,1.3,0.0,0.4338837391175582,-0.900968867902419,0.0,1.0,0.120536680255323,0.992708874098054,21.008333333333333,0.0,31.635416666666668,43.958333333333336,0.0,0.0
2001-06-03,227.0,14.5,0.0,0.0,0.4338837391175582,-0.900968867902419,0.0,1.0,0.120536680255323,0.992708874098054,21.95,0.0,29.73541666666667,51.91666666666666,0.0,0.0
2001-06-04,222.6208333333333,17.0,0.0,0.0,0.4338837391175582,-0.900968867902419,0.0,1.0,0.120536680255323,0.992708874098054,23.104166666666668,0.0,28.87708333333333,53.583333333333336,0.0,0.0
2001-06-05,218.8958333333333,16.1,1.2,0.0,0.4338837391175582,-0.900968867902419,0.0,1.0,0.120536680255323,0.992708874098054,20.804166666666667,0.0,24.64166666666667,65.375,0.0,0.0
2001-06-06,217.59166666666667,15.5,0.0,0.0,0.4338837391175582,-0.900968867902419,0.0,1.0,0.120536680255323,0.992708874098054,23.791666666666668,0.0,33.18333333333333,59.41666666666666,0.0,0.0
2001-06-07,216.19583333333333,15.199999999999998,0.0,0.0,0.4338837391175582,-0.900968867902419,0.0,1.0,0.120536680255323,0.992708874098054,23.566666666666663,0.0,32.333333333333336,61.625,0.0,0.0
2001-06-08,214.6708333333333,15.4,0.0,0.0,0.4338837391175582,-0.900968867902419,0.0,1.0,0.120536680255323,0.992708874098054,23.10833333333333,0.0,30.566666666666663,60.04166666666666,0.0,0.0
2001-06-09,213.2958333333333,15.300000000000002,0.3,0.0,0.4338837391175582,-0.900968867902419,0.0,1.0,0.120536680255323,0.992708874098054,23.58333333333333,0.0,32.93958333333333,56.04166666666666,0.0,0.0
2001-06-10,212.2458333333333,15.699999999999998,0.1,0.0,0.4338837391175582,-0.900968867902419,0.0,1.0,0.120536680255323,0.992708874098054,24.2,0.0,30.2125,55.375,0.0,0.0
2001-06-11,210.7625,16.8,0.0,0.0,0.4338837391175582,-0.900968867902419,0.0,1.0,0.120536680255323,0.992708874098054,21.820833333333336,0.0,28.633333333333336,61.875,0.0,0.2916666666666667
2001-06-12,209.1,15.9,0.0,0.0,0.4338837391175582,-0.900968867902419,0.0,1.0,0.120536680255323,0.992708874098054,22.3625,0.0,30.885416666666668,61.25,0.2916666666666667,0.43359375
2001-06-13,208.0625,16.4,8.9,0.0,0.4338837391175582,-0.900968867902419,0.0,1.0,0.120536680255323,0.992708874098054,18.54583333333333,0.2916666666666667,20.722916666666663,69.75,0.43359375,0.3307291666666667
2001-06-14,207.6708333333333,14.0,10.6,0.0,0.4338837391175582,-0.900968867902419,0.0,1.0,0.120536680255323,0.992708874098054,18.029166666666665,0.43359375,19.216666666666665,72.33333333333333,0.3307291666666667,0.2057291666666666
2001-06-15,206.85416666666663,15.699999999999998,2.1,0.0,0.4338837391175582,-0.900968867902419,0.0,1.0,0.120536680255323,0.992708874098054,20.4375,0.3307291666666667,28.81458333333333,57.16666666666666,0.2057291666666666,0.0807291666666666
2001-06-16,205.71666666666667,14.699999999999998,2.7000000000000006,0.0,0.4338837391175582,-0.900968867902419,0.0,1.0,0.120536680255323,0.992708874098054,21.3,0.2057291666666666,28.40416666666667,60.54166666666666,0.0807291666666666,4.782552083333333
2001-06-17,205.00833333333333,12.800000000000002,0.2,0.0,0.4338837391175582,-0.900968867902419,0.0,1.0,0.120536680255323,0.992708874098054,22.916666666666668,0.0807291666666666,29.98333333333333,56.75,4.782552083333333,0.9305555555555556
2001-06-18,207.2708333333333,16.5,170.3,0.0,0.4338837391175582,-0.900968867902419,0.0,1.0,0.120536680255323,0.992708874098054,20.166666666666668,4.782552083333333,21.39375,82.95833333333333,0.9305555555555556,1.3819444444444444
2001-06-19,223.05,15.9,113.40000000000002,0.0,0.4338837391175582,-0.900968867902419,0.0,1.0,0.120536680255323,0.992708874098054,22.0,0.9305555555555556,22.7625,83.20833333333333,1.3819444444444444,0.0
